Name;Sex;Age_year;Height_cm;Weight_lbs;Country;Sport;Event;Medal
Kohei Uchimura;M;27;160;119,0496215;Japan;Gymnastics;Gymnastics Men's Individual All-Around;Gold
Kohei Uchimura;M;27;160;119,0496215;Japan;Gymnastics;Gymnastics Men's Team All-Around;Gold
Ndifreke Effiong Udo;M;17;173;171,9605644;Nigeria;Football;Football Men's Football;Bronze
Dirk Uittenbogaard;M;26;199;205,0299037;Netherlands;Rowing;Rowing Men's Coxed Eights;Bronze
Denis Ulanov;M;22;175;187,3929227;Kazakhstan;Weightlifting;Weightlifting Men's Light-Heavyweight;Bronze
Aminu Umar;M;21;172;158,7328286;Nigeria;Football;Football Men's Football;Bronze
Sadiq Umar;M;19;172;165,3466965;Nigeria;Football;Football Men's Football;Bronze
Lisa Unruh;F;28;180;149,9143382;Germany;Archery;Archery Women's Individual;Silver
Laura Emma Unsworth;F;28;157;121,2542441;Great Britain;Hockey;Hockey Women's Hockey;Gold
Diyorbek Urozboyev;M;22;172;132,2773572;Uzbekistan;Judo;Judo Men's Extra-Lightweight;Bronze
Anna Vladimirovna Ustyukhina;F;27;177;154,3235834;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Milda Valiukait;F;22;176;145,5050929;Lithuania;Rowing;Rowing Women's Double Sculls;Bronze
Ingrit Lorena Valencia Victoria;F;27;160;110,231131;Colombia;Boxing;Boxing Women's Flyweight;Bronze
Jennifer Valente;F;21;176;163,1420739;United States;Cycling;Cycling Women's Team Pursuit;Silver
Lidia Valentn Prez;F;31;169;165,3466965;Spain;Weightlifting;Weightlifting Women's Heavyweight;Bronze
Jean-Charles Valladont;M;27;180;182,9836775;France;Archery;Archery Men's Individual;Silver
Thibaut Vallette;M;42;171;132,2773572;France;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Gold
Naomi Frances van As;F;33;179;138,8912251;Netherlands;Hockey;Hockey Women's Hockey;Silver
Florent Van Aubel;M;24;178;160,9374513;Belgium;Hockey;Hockey Men's Hockey;Silver
Greg Van Avermaet;M;31;181;163,1420739;Belgium;Cycling;Cycling Men's Road Race, Individual;Gold
Anna van der Breggen;F;26;167;123,4588667;Netherlands;Cycling;Cycling Women's Road Race, Individual;Gold
Anna van der Breggen;F;26;167;123,4588667;Netherlands;Cycling;Cycling Women's Individual Time Trial;Bronze
Cameron van der Burgh;M;28;185;187,3929227;South Africa;Swimming;Swimming Men's 100 metres Breaststroke;Silver
Arthur Van Doren;M;21;178;163,1420739;Belgium;Hockey;Hockey Men's Hockey;Silver
Anicka van Emden;F;29;169;138,8912251;Netherlands;Judo;Judo Women's Half-Middleweight;Bronze
Margot van Geffen;F;26;172;138,8912251;Netherlands;Hockey;Hockey Women's Hockey;Silver
Jelle van Gorkom;M;25;187;205,0299037;Netherlands;Cycling;Cycling Men's BMX;Silver
Chantal Jean Van Landeghem;F;22;180;169,7559417;Canada;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze
Caia Jaqueline van Maasakker;F;27;180;152,1189608;Netherlands;Hockey;Hockey Women's Hockey;Silver
Kitty van Male;F;28;170;138,8912251;Netherlands;Hockey;Hockey Women's Hockey;Silver
Wayde van Niekerk;M;24;183;154,3235834;South Africa;Athletics;Athletics Men's 400 metres;Gold
Dorian Benno Eric van Rijsselberge;M;27;189;165,3466965;Netherlands;Sailing;Sailing Men's Windsurfer;Gold
Sharon van Rouwendaal;F;22;173;143,3004703;Netherlands;Swimming;Swimming Women's 10 kilometres Open Water;Gold
Elliot Van Strydonck;M;28;185;165,3466965;Belgium;Hockey;Hockey Men's Hockey;Silver
Dirk Van Tichelt;M;32;173;160,9374513;Belgium;Judo;Judo Men's Lightweight;Bronze
Vincent Vanasch;M;28;180;171,9605644;Belgium;Hockey;Hockey Men's Hockey;Silver
Jan Vandrey;M;24;188;194,0067906;Germany;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Gold
Laura Vargas Koch;F;26;173;154,3235834;Germany;Judo;Judo Women's Middleweight;Bronze
"Anamari ""Ana"" Velenek";F;25;178;171,9605644;Slovenia;Judo;Judo Women's Half-Heavyweight;Bronze
Sofiya Aleksandrovna Velikaya;F;31;175;154,3235834;Russia;Fencing;Fencing Women's Sabre, Individual;Silver
Sofiya Aleksandrovna Velikaya;F;31;175;154,3235834;Russia;Fencing;Fencing Women's Sabre, Team;Gold
Stefana Veljkovi;F;26;190;167,5513191;Serbia;Volleyball;Volleyball Women's Volleyball;Silver
Alessandro Velotto;M;21;186;187,3929227;Italy;Water Polo;Water Polo Men's Water Polo;Bronze
David Verburg;M;25;173;154,3235834;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
Jasa Veremalua;M;28;195;216,0530168;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Oleh Yuriyovych Verniaiev;M;22;161;121,2542441;Ukraine;Gymnastics;Gymnastics Men's Individual All-Around;Silver
Oleh Yuriyovych Verniaiev;M;22;161;121,2542441;Ukraine;Gymnastics;Gymnastics Men's Parallel Bars;Gold
Maria Verschoor;F;22;164;127,868112;Netherlands;Hockey;Hockey Women's Hockey;Silver
"Pieter Gilles ""Mechiel"" Versluis";M;29;197;209,4391489;Netherlands;Rowing;Rowing Men's Coxed Eights;Bronze
Yelena Sergeyevna Vesnina;F;30;180;132,2773572;Russia-2;Tennis;Tennis Women's Doubles;Gold
Luca Vettori;M;25;200;209,4391489;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Giuseppe Vicino;M;23;195;209,4391489;Italy;Rowing;Rowing Men's Coxless Fours;Bronze
Lucas Martn Vila;M;29;172;165,3466965;Argentina;Hockey;Hockey Men's Hockey;Gold
Sunette Stella Viljoen;F;32;170;158,7328286;South Africa;Athletics;Athletics Women's Javelin Throw;Silver
Samisoni Viriviri;M;28;186;194,0067906;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Donata Vitartait;F;27;170;136,6866024;Lithuania;Rowing;Rowing Women's Double Sculls;Bronze
Juan Manuel Vivaldi;M;37;180;176,3698096;Argentina;Hockey;Hockey Men's Hockey;Gold
Elia Viviani;M;27;177;154,3235834;Italy;Cycling;Cycling Men's Omnium;Gold
Blanka Vlai;F;32;193;156,528206;Croatia;Athletics;Athletics Women's High Jump;Bronze
Roman Andreyevich Vlasov;M;25;175;165,3466965;Russia;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Gold
Erik Vlek;M;34;189;196,2114132;Slovakia;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Silver
Kristina Vogel;F;25;160;145,5050929;Germany;Cycling;Cycling Women's Sprint;Gold
Kristina Vogel;F;25;160;145,5050929;Germany;Cycling;Cycling Women's Team Sprint;Bronze
Dana Whitney Vollmer (-Grant);F;28;185;149,9143382;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Dana Whitney Vollmer (-Grant);F;28;185;149,9143382;United States;Swimming;Swimming Women's 100 metres Butterfly;Bronze
Dana Whitney Vollmer (-Grant);F;28;185;149,9143382;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Nataliya Vitalyevna Vorobyova;F;25;174;152,1189608;Russia;Wrestling;Wrestling Women's Light-Heavyweight, Freestyle;Silver
Olena Oleksandrivna Voronina;F;26;165;143,3004703;Ukraine;Fencing;Fencing Women's Sabre, Team;Silver
Anastasiya Sergeyevna Voynova;F;23;162;136,6866024;Russia;Cycling;Cycling Women's Team Sprint;Silver
Anna Viktorovna Vyakhireva;F;21;168;138,8912251;Russia;Handball;Handball Women's Handball;Gold
Walace Souza Silva;M;21;188;165,3466965;Brazil;Football;Football Men's Football;Gold
Keshorn Walcott;M;23;183;198,4160358;Trinidad and Tobago;Athletics;Athletics Men's Javelin Throw;Bronze
Marta Walczykiewicz;F;29;165;138,8912251;Poland;Canoeing;Canoeing Women's Kayak Singles, 200 metres;Silver
Bianca Michaela Walkden;F;24;182;163,1420739;Great Britain;Taekwondo;Taekwondo Women's Heavyweight;Bronze
Kira Walkenhorst;F;25;184;165,3466965;Germany-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Gold
"Christopher James ""Chris"" Walker-Hebborn";M;26;184;185,1883001;Great Britain;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Wallace Leandro de Souza;M;29;198;191,8021679;Brazil;Volleyball;Volleyball Men's Volleyball;Gold
"Daniel ""Dan"" Wallace";M;23;188;176,3698096;Great Britain;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Silver
"Kenneth Maxwell ""Ken"" Wallace";M;33;190;198,4160358;Australia;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Bronze
"Tomas ""Tom"" Walsh";M;24;185;264,5547144;New Zealand;Athletics;Athletics Men's Shot Put;Bronze
Kerri Lee Walsh Jennings;F;37;191;160,9374513;United States-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Bronze
Marcus Cooper Walz;M;21;184;180,7790548;Spain;Canoeing;Canoeing Men's Kayak Singles, 1,000 metres;Gold
Margaret Nyairera Wambui;F;20;;145,5050929;Kenya;Athletics;Athletics Women's 800 metres;Bronze
Wang Shun;M;22;191;163,1420739;China;Swimming;Swimming Men's 200 metres Individual Medley;Bronze
Wang Yan;F;16;140;72,75254646;China;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Wang Zhen;M;24;180;136,6866024;China;Athletics;Athletics Men's 20 kilometres Walk;Gold
McLain Ward;M;40;176;154,3235834;United States;Equestrianism;Equestrianism Mixed Jumping, Team;Silver
Damian Warner;M;26;185;182,9836775;Canada;Athletics;Athletics Men's Decathlon;Bronze
Natasha Watcham-Roy;F;24;170;147,7097155;Canada;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Bronze
Jason Waterhouse;M;24;185;165,3466965;Australia;Sailing;Sailing Mixed Multihull;Silver
Marcus China Watson;M;25;177;194,0067906;Great Britain;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Silver
Hollie Webb;F;25;165;143,3004703;Great Britain;Hockey;Hockey Women's Hockey;Gold
Franziska Weber;F;27;176;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Silver
Franziska Weber;F;27;176;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Silver
Sam Webster;M;25;183;176,3698096;New Zealand;Cycling;Cycling Men's Team Sprint;Silver
Ferry Weertman;M;24;189;189,5975453;Netherlands;Swimming;Swimming Men's 10 kilometres Open Water;Gold
Wei Qiuyue;F;27;182;143,3004703;China;Volleyball;Volleyball Women's Volleyball;Gold
Steffen Weinhold;M;30;191;207,2345263;Germany;Handball;Handball Men's Handball;Bronze
Amanda Jo Weir (-Davis);F;30;188;169,7559417;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Abbey Weitzeil;F;19;178;149,9143382;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Abbey Weitzeil;F;19;178;149,9143382;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Niklas Wellen;M;21;185;169,7559417;Germany;Hockey;Hockey Men's Hockey;Bronze
Sam Welsford;M;20;179;180,7790548;Australia;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Silver
Miriam Welte;F;29;171;147,7097155;Germany;Cycling;Cycling Women's Team Sprint;Bronze
Lidewij Marsia Maria Welten;F;26;170;141,0958477;Netherlands;Hockey;Hockey Women's Hockey;Silver
Phillipp Wende;M;31;199;198,4160358;Germany;Rowing;Rowing Men's Quadruple Sculls;Gold
Isabelle Regina Werth;F;47;169;145,5050929;Germany;Equestrianism;Equestrianism Mixed Dressage, Individual;Silver
Isabelle Regina Werth;F;47;169;145,5050929;Germany;Equestrianism;Equestrianism Mixed Dressage, Team;Gold
Christopher Wesley;M;29;192;194,0067906;Germany;Hockey;Hockey Men's Hockey;Bronze
Sanne Wevers;F;24;156;101,4126405;Netherlands;Gymnastics;Gymnastics Women's Balance Beam;Gold
Wverton Pereira da Silva;M;28;189;189,5975453;Brazil;Football;Football Men's Football;Gold
Lindsay Marie Whalen;F;34;175;158,7328286;United States;Basketball;Basketball Women's Basketball;Gold
Nicola White;F;28;172;143,3004703;Great Britain;Hockey;Hockey Women's Hockey;Gold
Max Antony Whitlock;M;23;167;123,4588667;Great Britain;Gymnastics;Gymnastics Men's Individual All-Around;Bronze
Max Antony Whitlock;M;23;167;123,4588667;Great Britain;Gymnastics;Gymnastics Men's Floor Exercise;Gold
Max Antony Whitlock;M;23;167;123,4588667;Great Britain;Gymnastics;Gymnastics Men's Pommelled Horse;Gold
Erica Elizabeth Wiebe;F;27;175;165,3466965;Canada;Wrestling;Wrestling Women's Heavyweight, Freestyle;Gold
Fabian Wiede;M;22;194;207,2345263;Germany;Handball;Handball Men's Handball;Bronze
Patrick Wiencek;M;27;200;242,5084882;Germany;Handball;Handball Men's Handball;Bronze
Peter Noel Jan Wiersum;M;31;173;121,2542441;Netherlands;Rowing;Rowing Men's Coxed Eights;Bronze
Tone Wieten;M;22;201;224,8715072;Netherlands;Rowing;Rowing Men's Coxed Eights;Bronze
Bradley Marc Wiggins;M;36;190;180,7790548;Great Britain;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
Rhian Emilie Wilkinson;F;34;166;145,5050929;Canada;Football;Football Women's Football;Bronze
William de Asevedo Furtado;M;21;176;143,3004703;Brazil;Football;Football Men's Football;Gold
Charity Williams;F;19;162;149,9143382;Canada;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Bronze
Christania Williams;F;21;165;138,8912251;Jamaica;Athletics;Athletics Women's 4 x 100 metres Relay;Silver
Michelle Williams (-Toro);F;25;175;147,7097155;Canada;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze
Niall Williams;F;28;173;163,1420739;New Zealand;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Silver
Sharni Williams;F;28;167;174,165187;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Venus Ebony Starr Williams;F;36;185;165,3466965;United States-1;Tennis;Tennis Mixed Doubles;Silver
Novlene Hilaire Williams-Mills;F;34;168;125,6634893;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Silver
"Nicholas Ian ""Nick"" Willis";M;33;183;149,9143382;New Zealand;Athletics;Athletics Men's 1,500 metres;Bronze
"Madison ""Madi"" Wilson";F;22;179;134,4819798;Australia;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Gold
"Madison ""Madi"" Wilson";F;22;179;134,4819798;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Melanie Kate Wilson;F;32;184;165,3466965;Great Britain;Rowing;Rowing Women's Coxed Eights;Silver
Nile Wilson;M;20;166;132,2773572;Great Britain;Gymnastics;Gymnastics Men's Horizontal Bar;Bronze
Spencer James W. Wilton;M;43;183;182,9836775;Great Britain;Equestrianism;Equestrianism Mixed Dressage, Team;Silver
Kasper Winther Jrgensen;M;31;182;160,9374513;Denmark;Rowing;Rowing Men's Lightweight Coxless Fours;Silver
Anita Wodarczyk;F;30;178;209,4391489;Poland;Athletics;Athletics Women's Hammer Throw;Gold
Maja Martyna Woszczowska;F;32;170;119,0496215;Poland;Cycling;Cycling Women's Mountainbike, Cross-Country;Silver
Andreas Wolff;M;25;198;242,5084882;Germany;Handball;Handball Men's Handball;Bronze
Panipak Wongpattanakit;F;18;173;108,0265084;Thailand;Taekwondo;Taekwondo Women's Flyweight;Bronze
Portia Woodman;F;25;169;163,1420739;New Zealand;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Silver
Kelsi Worrell;F;22;180;165,3466965;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Taylor Worth;M;25;174;132,2773572;Australia;Archery;Archery Men's Team;Bronze
Dagmara Wozniak (Woniak-);F;28;173;178,5744322;United States;Fencing;Fencing Women's Sabre, Team;Bronze
Felipe Almeida Wu;M;24;169;152,1189608;Brazil;Shooting;Shooting Men's Air Pistol, 10 metres;Silver
Wu Minxia;F;30;167;114,6403762;China;Diving;Diving Women's Synchronized Springboard;Gold
Marta Xargay Casademont;F;25;180;156,528206;Spain;Basketball;Basketball Women's Basketball;Silver
Xiang Yanmei;F;24;163;152,1189608;China;Weightlifting;Weightlifting Women's Light-Heavyweight;Gold
Xu Anqi;F;24;182;167,5513191;China;Fencing;Fencing Women's epee, Team;Silver
Xu Jiayu;M;20;187;171,9605644;China;Swimming;Swimming Men's 100 metres Backstroke;Silver
Xu Xin;M;26;180;147,7097155;China;Table Tennis;Table Tennis Men's Team;Gold
Xu Yunli;F;29;195;165,3466965;China;Volleyball;Volleyball Women's Volleyball;Gold
Kanae Yamabe;F;25;172;238,099243;Japan;Judo;Judo Women's Heavyweight;Bronze
Ryota Yamagata;M;24;177;154,3235834;Japan;Athletics;Athletics Men's 4 x 100 metres Relay;Silver
Koji Yamamuro;M;27;159;127,868112;Japan;Gymnastics;Gymnastics Men's Team All-Around;Gold
Yan Ni;F;29;192;163,1420739;China;Volleyball;Volleyball Women's Volleyball;Gold
Dmytro Mykolaiovych Yanchuk;M;23;184;165,3466965;Ukraine;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Bronze
Yang Fangxu;F;21;190;156,528206;China;Volleyball;Volleyball Women's Volleyball;Gold
Elitsa Atanasova Yankova;F;21;151;105,8218858;Bulgaria;Wrestling;Wrestling Women's Flyweight, Freestyle;Bronze
Selim Yaar;M;26;179;189,5975453;Turkey;Wrestling;Wrestling Men's Light-Heavyweight, Freestyle;Silver
Hassan Aliazam Yazdanicharati;M;21;181;163,1420739;Iran;Wrestling;Wrestling Men's Middleweight, Freestyle;Gold
Yuliya Andreyevna Yefimova;F;24;178;141,0958477;Russia;Swimming;Swimming Women's 100 metres Breaststroke;Silver
Yuliya Andreyevna Yefimova;F;24;178;141,0958477;Russia;Swimming;Swimming Women's 200 metres Breaststroke;Silver
Julius Kiplagat Yego;M;27;175;207,2345263;Kenya;Athletics;Athletics Men's Javelin Throw;Silver
Yana Karapetovna Yegoryan;F;22;175;141,0958477;Russia;Fencing;Fencing Women's Sabre, Individual;Gold
Yana Karapetovna Yegoryan;F;22;175;141,0958477;Russia;Fencing;Fencing Women's Sabre, Team;Gold
Daniyar Maratovich Yeleusinov;M;25;178;141,0958477;Kazakhstan;Boxing;Boxing Men's Welterweight;Gold
Tatyana Vladimirova Yerokhina;F;31;185;160,9374513;Russia;Handball;Handball Women's Handball;Gold
Yi Siling;F;27;165;112,4357536;China;Shooting;Shooting Women's Air Rifle, 10 metres;Bronze
Yin Chengxin;F;21;170;127,868112;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Yin Junhua;F;25;167;132,2773572;China;Boxing;Boxing Women's Lightweight;Silver
Tony Victor James Yoka;M;24;200;231,4853751;France;Boxing;Boxing Men's Super-Heavyweight;Gold
Yoon Jin-Hee;F;29;158;116,8449989;South Korea;Weightlifting;Weightlifting Women's Featherweight;Bronze
Kurumi Yoshida;F;24;167;125,6634893;Japan;Synchronized Swimming;Synchronized Swimming Women's Team;Bronze
Saori Yoshida;F;33;157;121,2542441;Japan;Wrestling;Wrestling Women's Featherweight, Freestyle;Silver
Maharu Yoshimura;M;23;177;134,4819798;Japan;Table Tennis;Table Tennis Men's Team;Silver
You Hao;M;24;162;132,2773572;China;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Yu Song;F;29;182;282,1916954;China;Judo;Judo Women's Heavyweight;Bronze
Yuan Xinyue;F;19;201;171,9605644;China;Volleyball;Volleyball Women's Volleyball;Gold
Grce Zaadi Deuna;F;23;171;145,5050929;France;Handball;Handball Women's Handball;Silver
Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-);F;36;175;134,4819798;Russia;Cycling;Cycling Women's Individual Time Trial;Silver
Shelina Laura Zadorsky;F;23;172;147,7097155;Canada;Football;Football Women's Football;Bronze
Mariel Leigh Zagunis;F;31;173;158,7328286;United States;Fencing;Fencing Women's Sabre, Team;Bronze
Thomas Zajac;M;30;180;169,7559417;Austria;Sailing;Sailing Mixed Multihull;Bronze
Arthur Nabarrete Zanetti;M;26;156;134,4819798;Brazil;Gymnastics;Gymnastics Men's Rings;Silver
Aleksandr Sergeyevich Zaychikov;M;23;180;231,4853751;Kazakhstan;Weightlifting;Weightlifting Men's Heavyweight;Bronze
Ivan Zaytsev;M;27;204;220,462262;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Vasilij bogar;M;40;189;216,0530168;Slovenia;Sailing;Sailing Men's One Person Heavyweight Dinghy;Silver
Jos Carlos Cracco Neto;M;22;170;152,1189608;Brazil;Football;Football Men's Football;Gold
Zeng Zhen;F;22;170;134,4819798;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Zhang Binbin;F;27;164;121,2542441;China;Shooting;Shooting Women's Small-Bore Rifle, Three Positions, 50 metres;Silver
Zhang Changning;F;20;193;174,165187;China;Volleyball;Volleyball Women's Volleyball;Gold
Zhang Chenglong;M;27;173;143,3004703;China;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Zhang Fengliu;F;26;172;169,7559417;China;Wrestling;Wrestling Women's Heavyweight, Freestyle;Bronze
Zhang Jike;M;28;178;154,3235834;China;Table Tennis;Table Tennis Men's Singles;Silver
Zhang Jike;M;28;178;154,3235834;China;Table Tennis;Table Tennis Men's Team;Gold
Zhang Mengxue;F;25;162;154,3235834;China;Shooting;Shooting Women's Air Pistol, 10 metres;Gold
Zhang Nan;M;26;183;165,3466965;China-1;Badminton;Badminton Mixed Doubles;Bronze
Zhang Nan;M;26;183;165,3466965;China-1;Badminton;Badminton Men's Doubles;Gold
Zhang Wenxiu;F;30;183;231,4853751;China;Athletics;Athletics Women's Hammer Throw;Silver
Zhao Shuai;M;20;188;138,8912251;China;Taekwondo;Taekwondo Men's Flyweight;Gold
Zhao Yunlei;F;29;173;132,2773572;China-1;Badminton;Badminton Mixed Doubles;Bronze
Zhazira Abdrakhmanovna Zhapparkul;F;22;155;152,1189608;Kazakhstan;Weightlifting;Weightlifting Women's Light-Heavyweight;Silver
Zheng Shuyin;F;22;188;165,3466965;China;Taekwondo;Taekwondo Women's Heavyweight;Gold
Viktoriya Yuryevna Zhilinskayte;F;27;188;176,3698096;Russia;Handball;Handball Women's Handball;Gold
